-2.043276,1.077378,1.912279,1.004183,0.155339,0.2074,0.215532,3.99384,-2.043276,
2.047911,-0.18593,0.899218,-0.417812,-0.404928,0.688866,0.188144,0.295476,2.047911,
0.079694,-0.18599,-0.339753,-0.329235,0.691993,-0.01902,0.698906,-0.854978,0.079694,
0.806372,0.500904,-1.541412,-0.954187,0.189764,0.20244,0.622836,-1.994695,0.806372,
-0.465181,0.561344,0.177995,1.069939,0.425648,-0.263784,-0.176147,1.809278,-0.465181,
1.583206,0.492517,1.646583,0.647297,-0.074759,-0.018042,-0.068285,2.786397,1.583206,
-1.943346,0.685914,-1.053763,-0.310947,-0.177817,-0.606458,0.390994,-0.678796,-1.943346,
-1.938573,0.839793,-1.514636,0.834844,-0.165435,-0.584027,0.257067,0.160001,-1.938573,
-0.28995,-0.968201,-0.167373,-0.509128,0.318296,-0.160438,1.043276,-1.644702,-0.28995,
-1.435182,-0.846846,1.78978,1.057124,0.115861,-0.314643,0.187671,2.000058,-1.435182,
1.963541,0.216789,-0.09714,-1.206434,-0.33331,0.666023,0.451279,-1.086785,1.963541,
0.240526,-0.627067,1.566346,0.303302,0.476343,0.048376,0.131565,1.242581,0.240526,
-0.357979,-1.037388,-0.562554,1.499809,0.406723,-0.212569,0.88741,-0.100133,-0.357979,
-0.821947,0.297101,1.654457,0.915894,0.082076,-0.080261,-0.019313,2.867452,-0.821947,
0.639166,-1.305553,0.775637,-0.238368,0.353994,0.236163,0.921193,-0.768284,0.639166,
1.765349,0.419421,-0.538561,-0.737556,-0.211055,0.712157,0.42575,-0.856696,1.765349,
-0.780708,-0.422849,0.602823,-0.532545,0.598737,-0.594137,0.509563,-0.352571,-0.780708,
-0.975358,0.060473,0.947412,1.133402,0.268704,-0.347044,-0.049984,2.141287,-0.975358,
-2.153814,-0.479301,-1.60417,0.181558,-0.006013,-0.062765,0.914691,-1.901913,-2.153814,
