-1.382333,-0.647756,-1.737845,-0.431984,0.05613,0.077926,0.778016,-2.817585,-1.382333,
-2.035448,-1.345492,-1.561626,-1.045818,0.188982,0.276865,0.554756,-3.952936,-2.035448,
-0.003167,-1.157,-0.50056,-0.075263,0.115,-0.075363,1.090963,-1.732823,-0.003167,
-1.532385,-0.745752,-1.471126,-0.988297,0.071423,0.088766,0.747699,-3.205175,-1.532385,
-1.532078,-0.412772,-1.960354,-0.118889,0.074024,0.020844,0.780332,-2.492015,-1.532078,
-1.202457,-1.357397,-1.087182,-0.955067,-0.031978,0.23714,0.757576,-3.399646,-1.202457,
-0.976485,-0.655569,-0.716543,-0.332318,0.23511,-0.297937,0.996075,-1.70443,-0.976485,
-1.064858,-0.63939,-1.602312,-1.486078,0.045592,-0.000227,0.615551,-3.72778,-1.064858,
-0.950304,-0.935001,-0.12964,-1.224364,0.183031,-0.214337,0.977667,-2.289005,-0.950304,
-0.267162,-0.558622,-1.048917,-1.454789,0.100702,-0.094483,0.783623,-3.062328,-0.267162,
-0.337013,-0.415016,-1.456663,-1.09394,0.06417,-0.084575,0.754844,-2.965619,-0.337013,
-1.342528,-1.000772,-1.798469,-0.99032,0.029465,0.170658,0.566536,-3.789561,-1.342528,
-1.474744,-0.124933,-1.190605,-1.175121,0.097876,-0.248212,0.765739,-2.490659,-1.474744,
-1.269187,-0.521974,-0.836749,-0.964698,0.136301,-0.230208,0.906715,-2.323421,-1.269187,
-1.18542,-1.148726,-1.810829,-1.48542,0.02101,0.091339,0.472466,-4.444975,-1.18542,
-1.285246,-0.395156,-1.034162,-0.106196,0.176077,-0.375771,0.932856,-1.535514,-1.285246,
-0.500509,-1.424549,-1.844324,-0.800595,-0.210859,0.069217,0.453389,-4.069468,-0.500509,
-0.493466,-0.808789,-0.55266,-0.625464,0.232252,-0.171861,1.013486,-1.986913,-0.493466,
-0.339227,-1.105876,-1.027177,-1.389918,-0.112286,-0.022297,0.758764,-3.522971,-0.339227,
-1.250774,-0.943256,-0.575895,-0.896046,0.096537,-0.10007,0.991315,-2.415197,-1.250774,
-0.007949,-0.539924,-0.382145,-1.557403,0.291752,-0.077312,0.84177,-2.479472,-0.007949,
-0.023892,-1.430471,-0.469875,-1.34475,-0.197961,-0.070205,0.869695,-3.245096,-0.023892,
-1.628915,-0.431193,-0.455142,-0.263091,0.04192,-0.562,0.870533,-1.149426,-1.628915,
-0.552878,-0.603574,-1.185403,-1.418526,0.066057,-0.080284,0.758387,-3.207503,-0.552878,
-0.995673,-0.682817,-0.333855,-1.545127,0.191812,-0.239614,0.876029,-2.561799,-0.995673,
-0.299726,-1.329449,-1.953289,-1.130422,-0.157765,-0.016058,0.411556,-4.41316,-0.299726,
-1.464462,-1.189932,-1.221418,-0.501464,0.050037,0.221946,0.851345,-2.912814,-1.464462,
-1.124681,-0.846847,-0.560952,-0.318306,0.178322,-0.263739,1.038893,-1.726105,-1.124681,
-0.990904,-1.283409,-1.354677,-0.880131,-0.091275,0.194035,0.688351,-3.518217,-0.990904,
-1.786096,-0.98759,-0.019846,-0.671447,0.003654,-0.302303,1.03054,-1.678883,-1.786096,
-0.522226,-0.597418,-1.554867,-1.272824,0.000301,-0.043646,0.676361,-3.425109,-0.522226,
-0.589601,-1.000064,-0.300181,-0.780525,0.187489,-0.159866,1.036382,-2.08077,-0.589601,
-0.240934,-1.032051,-1.375711,-1.012882,-0.16228,-0.028563,0.724542,-3.420644,-0.240934,
