-1.871898,-1.297613,1.769831,-0.703126,-0.094441,-0.512518,0.581678,-0.230908,-1.871898,
1.210776,0.891238,0.946587,-0.691002,0.021328,0.216705,-0.309725,1.146823,1.210776,
-0.043328,-1.357353,0.728,-1.485621,0.20895,-0.083848,0.979725,-2.114974,-0.043328,
-0.52121,0.24588,1.684267,0.643351,0.101831,-0.102067,-0.063116,2.573498,-0.52121,
-1.070586,1.09298,-1.285062,-0.207108,0.367335,-0.587631,0.221724,-0.39919,-1.070586,
-0.485906,1.28683,1.321798,-0.634566,-0.110408,0.01049,-0.252002,1.974062,-0.485906,
0.475283,-1.043499,-0.287981,0.328375,0.298414,0.104547,1.038873,-1.003105,0.475283,
1.536144,-0.781855,1.476577,0.968944,-0.059875,0.43242,0.19825,1.663666,1.536144,
1.017385,-0.060572,-0.499618,-0.24906,0.308066,0.5625,0.662436,-0.80925,1.017385,
-2.142224,0.258017,-0.679979,1.453664,-0.303045,-0.52886,0.201906,1.031702,-2.142224,
-2.064193,-0.893942,-1.03358,-1.201512,0.095126,0.089583,0.828788,-3.129034,-2.064193,
-0.663426,-0.398936,-1.887462,0.650967,0.16337,-0.150683,0.874763,-1.635431,-0.663426,
0.909141,0.290552,-0.785351,-0.784024,0.320826,0.441872,0.593797,-1.278823,0.909141,
-2.173249,1.449167,-1.76007,0.535752,-0.239147,-0.39508,0.089429,0.224849,-2.173249,
-1.954513,0.791568,-0.541589,-0.77616,-0.187411,-0.608381,0.189191,-0.526181,-1.954513,
-0.895702,-1.018627,-1.367563,0.051779,-0.017225,0.047776,0.937948,-2.334411,-0.895702,
-1.147294,0.488137,-1.364738,1.162494,0.347125,-0.649197,0.349661,0.285893,-1.147294,
-0.026019,0.131718,0.691574,-0.053555,0.671314,-0.092395,-0.012289,0.769737,-0.026019,
-2.149461,0.442154,-0.981548,1.178946,-0.323193,-0.549836,0.231509,0.639552,-2.149461,
1.755132,-0.187505,-1.116876,0.805122,-0.183098,0.600321,0.756603,-0.499259,1.755132,
-1.052381,-0.621362,-0.62595,-1.262317,0.165405,-0.212914,0.894911,-2.509629,-1.052381,
-0.751065,-1.398119,1.651971,-1.21384,0.391168,-0.37223,0.764422,-0.959988,-0.751065,
-1.366536,0.795189,-1.893777,0.449463,0.183512,-0.546573,0.494595,-0.649125,-1.366536,
2.097936,-0.748119,-1.492125,1.330296,-0.188007,0.249363,0.925488,-0.909948,2.097936,
1.280569,-0.326177,-1.261282,0.104821,0.027919,0.312637,0.915269,-1.482638,1.280569,
-0.713972,-1.321992,1.561118,-0.241655,0.48652,-0.435678,0.590085,-0.002529,-0.713972,
1.73206,-1.39704,-0.314437,-0.373877,-0.068002,-0.024996,1.085561,-2.085354,1.73206,
1.961972,-1.038056,0.082723,-0.1737,-0.236082,0.4329,1.0122,-1.129033,1.961972,
1.168211,-0.458662,-0.922324,-1.011685,0.013622,0.164643,0.880675,-2.392671,1.168211,
-2.094213,1.188126,-1.034886,-0.934036,-0.214796,-0.447264,0.190754,-0.780796,-2.094213,
-1.800474,-1.178289,0.226093,-1.172422,0.027902,-0.175946,1.019169,-2.124618,-1.800474,
1.418163,1.175776,-0.299106,0.009628,-0.004277,0.442677,-0.275294,0.886298,1.418163,
-1.081218,-0.344182,0.593195,0.566159,0.404806,-0.670755,0.243313,0.815172,-1.081218,
-1.958151,-0.416317,0.080098,1.19662,-0.194457,-0.618539,0.40108,0.860401,-1.958151,
